word,frequency,rank
en,205,22.0
az,169,30.0
yıl,111,65.0
acil,6,
sağlık,30,377.0
hizmetleri,17,644.0
stasyonlarında,1,
veya,648,6.0
hastanelerin,1,
acil,6,
servi,6,
ya,68,143.0
da,133,48.0
yoğun,1,
bakım,5,
ünitelerind,1,
çalışmış,8,
olmak,279,13.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
hsan,11,946.0
doğramacı,6,
bilkent,10,
üniversitesi,44,253.0
rektörlüğünden,32,351.0
öğreti,17,644.0
üyesi,57,185.0
alim,27,423.0
lani,44,253.0
sayılı,340,9.0
yüksek,86,96.0
öğretim,94,83.0
kanununun,47,234.0
maddesi,107,68.0
haziran,2,
tarih,162,31.0
sayılı,340,9.0
resmî,896,2.0
gazet,899,1.0
de,57,185.0
yayınlanmış,4,
olan,119,56.0
öğretim,94,83.0
üyeliğin,14,775.0
yükseltilm,14,775.0
atanma,17,644.0
yönetmeliği,43,263.0
nin,59,177.0
doktor,19,584.0
öğretim,94,83.0
üyesi,57,185.0
kadrolarına,30,377.0
atanma,17,644.0
koşullarını,3,
düzenleyen,2,
maddeleri,14,775.0
hükümlerind,3,
aranan,18,613.0
koşulları,7,
yerin,16,681.0
getirmiş,5,
olmak,279,13.0
kaydı,19,584.0
ile,490,7.0
hsan,11,946.0
doğramacı,6,
bilkent,10,
üniversitesi,44,253.0
fen,15,724.0
fakültesi,70,136.0
matematik,14,775.0
bölümü,39,294.0
ne,118,57.0
tam,21,537.0
gün,69,139.0
statüd,2,
çalışacak,1,
öğretim,94,83.0
üyesi,57,185.0
alınacaktır,47,234.0
doktor,19,584.0
öğretim,94,83.0
üyesi,57,185.0
kadrosuna,13,811.0
başvuracakların,5,
ilgili,128,52.0
kadroya,16,681.0
başvuru,158,32.0
dilekçeleri,2,
ile,490,7.0
birlikt,30,377.0
noter,144,38.0
veya,648,6.0
resmi,24,485.0
kurumlarca,6,
onaylanmış,21,537.0
lisan,143,39.0
yüksek,86,96.0
lisan,143,39.0
doktora,36,316.0
belgeleri,67,146.0
yurt,31,361.0
dışından,7,
alınan,32,351.0
diplomalar,5,
için,293,12.0
denklik,16,681.0
belgesi,149,35.0
nüfus,47,234.0
cüzdanı,21,537.0
askerlik,29,398.0
belgesi,149,35.0
arşiv,8,
araştırmalı,2,
ad,19,584.0
sicil,152,33.0
belgesi,149,35.0
e,172,28.0
devlet,105,73.0
kapısından,2,
resmi,24,485.0
kurum,11,946.0
seçeneği,2,
işaretlenerek,2,
alınabilir,9,
özgeçmiş,12,872.0
ulus,10,
uluslararası,28,409.0
akademik,13,811.0
dergi,3,
veya,648,6.0
kitaplarda,2,
yayımlanmış,2,
bilimsel,18,613.0
yayın,9,
çalışmalarını,5,
kapsayan,10,
takım,6,
dosya,37,307.0
yükseköğretim,41,278.0
kurumlarında,10,
yabancı,63,160.0
dil,27,423.0
öğretimi,7,
yabancı,63,160.0
dill,9,
öğretim,94,83.0
yapılmasında,7,
uyulacak,7,
esaslara,17,644.0
lişkin,27,423.0
yönetmeliğin,7,
maddesind,36,316.0
belirtilen,210,20.0
diğer,63,160.0
şartların,6,
sağlanmaması,2,
halind,170,29.0
yabancı,63,160.0
dil,27,423.0
bilgisi,6,
seviy,2,
tespit,33,338.0
sınavı,12,872.0
yds,20,559.0
sonuç,21,537.0
belgesini,12,872.0
en,205,22.0
az,169,30.0
puan,106,69.0
veya,648,6.0
ösym,13,811.0
tarafından,112,63.0
eşdeğerliği,9,
kabul,91,86.0
edilen,125,54.0
sınav,131,49.0
sonuç,21,537.0
belgesi,149,35.0
bu,244,16.0
ilanın,21,537.0
yayım,6,
tarihinden,73,123.0
itibaren,58,181.0
gün,69,139.0
içerisind,104,74.0
bilkent,10,
üniversitesi,44,253.0
fen,15,724.0
fakültesi,70,136.0
dekanlığına,5,
şahsen,26,444.0
ya,68,143.0
da,133,48.0
iad,35,327.0
taahhütlü,29,398.0
posta,86,96.0
yoluyla,24,485.0
teslim,71,131.0
etmeleri,21,537.0
gereklidir,5,
nternet,10,
üzerinden,76,111.0
başvurular,48,232.0
kabul,91,86.0
edilmez,15,724.0
başvuru,158,32.0
için,293,12.0
gerek,20,559.0
belgel,116,58.0
diğer,63,160.0
tamamlayıcı,2,
bilgil,21,537.0
fen,15,724.0
fakültesi,70,136.0
dekanlığından,2,
öğrenilebilir,3,
fakült,20,559.0
fen,15,724.0
fakültesi,70,136.0
bölüm,50,212.0
matematik,14,775.0
bölümü,39,294.0
akademi,8,
k,62,164.0
unvani,5,
doktor,19,584.0
öğretim,94,83.0
üyesi,57,185.0
alinacak,4,
akademi,8,
syen,2,
sayisi,15,724.0
özel,63,160.0
koşullar,5,
matematik,14,775.0
alanında,44,253.0
doktora,36,316.0
derecesin,3,
sahip,91,86.0
olmak,279,13.0
özellikl,1,
yurt,31,361.0
dışındaki,11,946.0
tanınmış,1,
enstitü,1,
veya,648,6.0
üniversitelerd,2,
doktora,36,316.0
sonrası,1,
bilimsel,18,613.0
araştırma,10,
yapmış,42,272.0
olmak,279,13.0
uluslararası,28,409.0
tanınırlığı,1,
olan,119,56.0
dergilerd,4,
yayınlanmış,4,
makaleleri,1,
bulunmak,11,946.0
aritmetik,12,872.0
cebirsel,1,
geometri,1,
sayılar,1,
kuramı,1,
konularında,8,
araştırma,10,
yapıyor,18,613.0
olmak,279,13.0
çok,3,
iyi,2,
düzeyd,2,
ngilizc,30,377.0
bilmek,2,
bu,244,16.0
dild,5,
sunum,2,
araştırmalar,1,
yapabilmek,2,
der,10,
verebilmek,2,
başvuru,158,32.0
adresi,86,96.0
hsan,11,946.0
doğramacı,6,
bilkent,10,
üniversitesi,44,253.0
fen,15,724.0
fakültesi,70,136.0
dekanlığı,8,
bilkent,10,
ankara,106,69.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
stanbul,66,151.0
sabahattin,2,
zaim,2,
üniversitesi,44,253.0
rektörlüğünden,32,351.0
araştirma,5,
görevli,9,
si,31,361.0
alim,27,423.0
lani,44,253.0
üniversitemizin,7,
aşağıda,76,111.0
belirtilen,210,20.0
fakült,20,559.0
bölümlerin,2,
sayılı,340,9.0
yükseköğretim,41,278.0
kanunu,97,79.0
nun,51,206.0
maddeleri,14,775.0
ile,490,7.0
tarih,162,31.0
sayılı,340,9.0
resmî,896,2.0
gazet,899,1.0
de,57,185.0
yayımlanan,20,559.0
öğretim,94,83.0
üyesi,57,185.0
dışındaki,11,946.0
öğretim,94,83.0
elemanı,75,114.0
kadrolarına,30,377.0
yapılacak,94,83.0
atamalarda,9,
uygulanacak,24,485.0
merkezi,33,338.0
sınav,131,49.0
ile,490,7.0
giriş,23,503.0
sınavlarına,7,
lişkin,27,423.0
usul,12,872.0
esaslar,11,946.0
hakkında,50,212.0
yönetmelik,16,681.0
hükümleri,43,263.0
uyarınca,78,108.0
araştırma,10,
öğretim,94,83.0
görevlisi,21,537.0
alınacaktır,47,234.0
araştirma,5,
görevli,9,
si,31,361.0
lani,44,253.0
bölüm,50,212.0
yabanc,2,
ale,26,444.0
ale,26,444.0
fakült,20,559.0
anabi,11,946.0
li,75,114.0
ünvan,8,
sayi,1,
açiklamalar,2,
di,12,872.0
l,36,316.0
puan,106,69.0
puani,7,
dali,12,872.0
puani,7,
türü,44,253.0
müzik,3,
öğretmenliği,12,872.0
güzel,3,
veya,648,6.0
sanatlar,3,
konservatuvarların,1,
eğitimi,12,872.0
eğitim,61,169.0
arş,23,503.0
müzik,3,
bölümünden,15,724.0
bölümü,39,294.0
söz,23,503.0
fakültesi,70,136.0
gör,37,307.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
müzik,3,
aynı,55,193.0
eğitimi,12,872.0
ana,5,
alanda,5,
yüksek,86,96.0
lisan,143,39.0
bilim,5,
dalı,6,
yapıyor,18,613.0
olmak,279,13.0
okul,18,613.0
öncesi,7,
temel,15,724.0
öğretmenliği,12,872.0
veya,648,6.0
eğitim,61,169.0
çocuk,16,681.0
gelişimi,13,811.0
bölümü,39,294.0
bölümü,39,294.0
okul,18,613.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
eğitim,61,169.0
arş,23,503.0
öncesi,7,
okul,18,613.0
öncesi,7,
eğitimi,12,872.0
söz,23,503.0
fakültesi,70,136.0
gör,37,307.0
eğitimi,12,872.0
alanında,44,253.0
tezli,32,351.0
yüksek,86,96.0
anabilim,9,
lisansını,5,
veya,648,6.0
dalı,6,
doktorasını,11,946.0
yapıyor,18,613.0
olmak,279,13.0
şletm,38,301.0
ktisat,9,
uluslararası,28,409.0
ticaret,152,33.0
finan,10,
veya,648,6.0
yönetim,26,444.0
şletm,38,301.0
şletm,38,301.0
bilişim,17,644.0
sistemleri,17,644.0
yönetim,26,444.0
arş,23,503.0
bölümünden,15,724.0
lisan,143,39.0
ea,12,872.0
bilimleri,37,307.0
gör,37,307.0
ngilizc,30,377.0
mezun,41,278.0
olmak,279,13.0
fakültesi,70,136.0
şletm,38,301.0
veya,648,6.0
şletm,38,301.0
alanında,44,253.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
ktisat,9,
çalışma,18,613.0
ekonomisi,1,
şletm,38,301.0
ekonometri,2,
statistik,4,
ktisat,9,
yönetim,26,444.0
arş,23,503.0
maliy,12,872.0
bölümlerin,2,
ea,12,872.0
bilimleri,37,307.0
gör,37,307.0
birinden,30,377.0
lisan,143,39.0
mezunu,44,253.0
ngilizc,30,377.0
fakültesi,70,136.0
olmak,279,13.0
ktisat,9,
alanında,44,253.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
uluslararası,28,409.0
ticaret,152,33.0
finan,10,
lojistik,5,
şletm,38,301.0
uluslararası,28,409.0
ulaştırma,4,
lojistik,5,
yönetim,26,444.0
ticaret,152,33.0
arş,23,503.0
ktisat,9,
veya,648,6.0
hukuk,20,559.0
ea,12,872.0
bilimleri,37,307.0
finansman,8,
gör,37,307.0
bölümünden,15,724.0
lisan,143,39.0
fakültesi,70,136.0
ngilizc,30,377.0
mezunu,44,253.0
olmak,279,13.0
bu,244,16.0
alanlarda,12,872.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
uluslararası,28,409.0
ticaret,152,33.0
finan,10,
veya,648,6.0
şletm,38,301.0
uluslararası,28,409.0
yönetim,26,444.0
bilişim,17,644.0
yönetim,26,444.0
ticaret,152,33.0
arş,23,503.0
sistemleri,17,644.0
bölümünden,15,724.0
ea,12,872.0
bilimleri,37,307.0
finansman,8,
gör,37,307.0
lisan,143,39.0
mezun,41,278.0
olmak,279,13.0
fakültesi,70,136.0
ngilizc,30,377.0
bu,244,16.0
alanlarda,12,872.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
bilgisayar,43,263.0
bilimleri,37,307.0
yazılım,12,872.0
mühendisliği,65,154.0
bilişim,17,644.0
sistemleri,17,644.0
mühendisliği,65,154.0
mühendislik,9,
yazılım,12,872.0
bilgisayar,43,263.0
mühendisliği,65,154.0
doğa,5,
mühendisliği,65,154.0
arş,23,503.0
veya,648,6.0
yapay,3,
zeka,3,
say,10,
bilimleri,37,307.0
gör,37,307.0
mühendisliği,65,154.0
fakültesi,70,136.0
ngilizc,30,377.0
bölümlerinin,15,724.0
birinden,30,377.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
alanında,44,253.0
tezli,32,351.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
bilgisayar,43,263.0
bilimleri,37,307.0
yazılım,12,872.0
mühendisliği,65,154.0
bilişim,17,644.0
sistemleri,17,644.0
mühendisliği,65,154.0
mühendislik,9,
bilgisayar,43,263.0
mühendisliği,65,154.0
doğa,5,
bilgisayar,43,263.0
arş,23,503.0
veya,648,6.0
yapay,3,
zeka,3,
say,10,
bilimleri,37,307.0
mühendisliği,65,154.0
gör,37,307.0
mühendisliği,65,154.0
fakültesi,70,136.0
bölümlerinin,15,724.0
birinden,30,377.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
alanında,44,253.0
tezli,32,351.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
mühendislik,9,
ç,43,263.0
mimarlık,21,537.0
veya,648,6.0
ç,43,263.0
ç,43,263.0
mimarlık,21,537.0
doğa,5,
arş,23,503.0
mimarlık,21,537.0
çevr,65,154.0
çevr,65,154.0
say,10,
bilimleri,37,307.0
gör,37,307.0
tasarımı,18,613.0
bölümünden,15,724.0
tasarımı,18,613.0
fakültesi,70,136.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
mühendislik,9,
mimarlık,21,537.0
bölümü,39,294.0
lisan,143,39.0
doğa,5,
arş,23,503.0
mezunu,44,253.0
olmak,279,13.0
yapı,229,18.0
mimarlık,21,537.0
say,10,
bilimleri,37,307.0
gör,37,307.0
bilgisi,6,
alanında,44,253.0
yüksek,86,96.0
fakültesi,70,136.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
psikoloji,18,613.0
alanında,44,253.0
nsan,17,644.0
lisan,143,39.0
tezli,32,351.0
yüksek,86,96.0
toplum,5,
psikoloji,18,613.0
arş,23,503.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
ea,12,872.0
bilimleri,37,307.0
ngilizc,30,377.0
gör,37,307.0
psikoloji,18,613.0
alanında,44,253.0
fakültesi,70,136.0
doktora,36,316.0
yapıyor,18,613.0
olmak,279,13.0
psikoloji,18,613.0
alanında,44,253.0
nsan,17,644.0
lisan,143,39.0
tezli,32,351.0
yüksek,86,96.0
toplum,5,
arş,23,503.0
psikoloji,18,613.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
ea,12,872.0
bilimleri,37,307.0
gör,37,307.0
psikoloji,18,613.0
alanında,44,253.0
fakültesi,70,136.0
doktora,36,316.0
yapıyor,18,613.0
olmak,279,13.0
tarih,162,31.0
bölümü,39,294.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
tarih,162,31.0
nsan,17,644.0
veya,648,6.0
tarih,162,31.0
toplum,5,
arş,23,503.0
tarih,162,31.0
medeniyet,1,
araştırmaları,1,
söz,23,503.0
bilimleri,37,307.0
gör,37,307.0
alanında,44,253.0
tezli,32,351.0
yüksek,86,96.0
fakültesi,70,136.0
lisan,143,39.0
veya,648,6.0
doktora,36,316.0
yapıyor,18,613.0
olmak,279,13.0
güzel,3,
sanatlar,3,
fakülteleri,4,
resim,6,
grafik,3,
tasarım,12,872.0
görsel,3,
letişim,13,811.0
tasarım,12,872.0
bölümleri,10,
sanat,7,
tasarım,12,872.0
fakülteleri,4,
resim,6,
grafik,3,
grafik,3,
tasarım,12,872.0
görsel,3,
letişim,13,811.0
nsan,17,644.0
görsel,3,
tasarım,12,872.0
bölümleri,10,
toplum,5,
arş,23,503.0
letişim,13,811.0
eğitim,61,169.0
fakülteleri,4,
söz,23,503.0
bilimleri,37,307.0
gör,37,307.0
tasarımı,18,613.0
güzel,3,
sanatlar,3,
eğitimi,12,872.0
fakültesi,70,136.0
bölümleri,10,
resim,6,
öğretmenliği,12,872.0
vb,10,
lisan,143,39.0
programlarından,3,
mezun,41,278.0
olmak,279,13.0
yukarıda,49,222.0
alanlardan,5,
birind,15,724.0
lisansüstü,3,
eğitimin,1,
devam,15,724.0
ediyor,3,
olmak,279,13.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
siyaset,6,
bilimi,8,
veya,648,6.0
siyaset,6,
nsan,17,644.0
uluslararası,28,409.0
lişkil,8,
bilimi,8,
toplum,5,
arş,23,503.0
bölümü,39,294.0
lisan,143,39.0
mezunu,44,253.0
uluslararası,28,409.0
ea,12,872.0
bilimleri,37,307.0
gör,37,307.0
olmak,279,13.0
alanında,44,253.0
tezli,32,351.0
lişkil,8,
fakültesi,70,136.0
yüksek,86,96.0
lisan,143,39.0
veya,648,6.0
ngilizc,30,377.0
doktora,36,316.0
yapıyor,18,613.0
olmak,279,13.0
spor,11,946.0
bilimleri,37,307.0
fakültesinin,1,
spor,11,946.0
bölümlerinden,9,
birinden,30,377.0
spor,11,946.0
arş,23,503.0
bilimleri,37,307.0
mezun,41,278.0
olmak,279,13.0
spor,11,946.0
ea,12,872.0
yöneticiliği,2,
gör,37,307.0
fakültesi,70,136.0
yöneticiliği,2,
alanında,44,253.0
tezli,32,351.0
yüksek,86,96.0
lisan,143,39.0
yapıyor,18,613.0
olmak,279,13.0
başvurular,48,232.0
ilgili,128,52.0
fakült,20,559.0
sekreterliğin,1,
şahsen,26,444.0
veya,648,6.0
posta,86,96.0
ile,490,7.0
yapılmalıdır,1,
süresi,69,139.0
içind,58,181.0
yapılmayan,11,946.0
eksik,15,724.0
belg,138,42.0
başvurular,48,232.0
dikkat,32,351.0
alınmayacak,4,
olup,87,94.0
posta,86,96.0
ile,490,7.0
yapılan,59,177.0
başvuruların,8,
son,113,61.0
başvuru,158,32.0
tarihin,15,724.0
kadar,131,49.0
ilgili,128,52.0
bölüme,1,
ulaşmış,4,
olması,146,37.0
gerekmektedir,84,103.0
postadaki,23,503.0
gecikmel,29,398.0
dikkat,32,351.0
alınmayacaktır,34,331.0
adaylar,69,139.0
yalnızca,5,
bir,233,17.0
kadroya,16,681.0
başvurabilir,1,
başvuru,158,32.0
sinav,7,
takvi,1,
mi,12,872.0
duyuru,6,
başlama,21,537.0
lk,19,584.0
başvuru,158,32.0
tarihi,97,79.0
son,113,61.0
başvuru,158,32.0
tarihi,97,79.0
ön,19,584.0
değerlendirm,38,301.0
sonuçlarının,3,
lan,67,146.0
tarihi,97,79.0
giriş,23,503.0
sınavı,12,872.0
tarihi,97,79.0
sınav,131,49.0
sonuçlarının,3,
açıklanacağı,3,
tarih,162,31.0
stenen,10,
genel,269,14.0
şartlar,31,361.0
sayılı,340,9.0
yükseköğretim,41,278.0
kanunu,97,79.0
ile,490,7.0
tarih,162,31.0
sayılı,340,9.0
resmî,896,2.0
gazet,899,1.0
de,57,185.0
yayımlanan,20,559.0
öğretim,94,83.0
üyesi,57,185.0
dışındaki,11,946.0
öğretim,94,83.0
elemanı,75,114.0
kadrolarına,30,377.0
yapılacak,94,83.0
atamalarda,9,
uygulanacak,24,485.0
merkezi,33,338.0
sınav,131,49.0
le,25,466.0
giriş,23,503.0
sınavlarına,7,
lişkin,27,423.0
usul,12,872.0
esaslar,11,946.0
hakkındaki,46,244.0
yönetmelik,16,681.0
te,4,
yer,209,21.0
alan,102,78.0
genel,269,14.0
özel,63,160.0
koşulları,7,
taşıyor,1,
olmak,279,13.0
başvuru,158,32.0
formunu,8,
indirmek,1,
için,293,12.0
web,22,522.0
sayfamızdan,1,
nsan,17,644.0
kaynakları,10,
dilekç,9,
formları,1,
na,16,681.0
tıklayınız,1,
stenen,10,
belgeler,2,
http,13,811.0
www,57,185.0
izu,2,
edu,14,775.0
tr,121,55.0
web,22,522.0
adresinden,18,613.0
ulaşabilirsiniz,1,
ön,19,584.0
değerlendirm,38,301.0
sonuçları,3,
kesin,10,
sonuçlar,4,
üniversitemizin,7,
http,13,811.0
www,57,185.0
izu,2,
edu,14,775.0
tr,121,55.0
web,22,522.0
adresind,50,212.0
yayınlanacak,2,
olup,87,94.0
bu,244,16.0
aynı,55,193.0
zamanda,3,
tebligat,33,338.0
niteliğind,3,
olacaktır,13,811.0
ayrıca,20,559.0
tebligat,33,338.0
yapılmayacaktır,4,
dare,36,316.0
gerek,20,559.0
gördüğü,2,
takdird,17,644.0
ilanı,13,811.0
aşamasında,2,
iptal,21,537.0
edebilir,2,
başvuru,158,32.0
adresi,86,96.0
stanbul,66,151.0
sabahattin,2,
zaim,2,
üniversitesi,44,253.0
halkalı,3,
küçükçekmec,3,
stanbul,66,151.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
kültür,82,105.0
turizm,73,123.0
bakanlığından,106,69.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
kültür,82,105.0
turizm,73,123.0
bakanlığından,106,69.0
kültür,82,105.0
turizm,73,123.0
bakanlığından,106,69.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
kültür,82,105.0
turizm,73,123.0
bakanlığından,106,69.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
kültür,82,105.0
turizm,73,123.0
bakanlığından,106,69.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
lân,11,946.0
bölümü,39,294.0
artirma,11,946.0
eksi,12,872.0
ltme,11,946.0
hale,442,8.0
lânlari,18,613.0
yili,1,
hasil,2,
fi,5,
ğ,4,
bi,28,409.0
çi,15,724.0
tirmik,1,
balyalama,2,
le,25,466.0
hububat,2,
sapi,1,
yonca,2,
hasil,2,
fi,5,
ğ,4,
balyasi,1,
yükleme,2,
taşima,2,
şi,67,146.0
hi,40,285.0
zmet,14,775.0
alimi,17,644.0
hale,442,8.0
edi,37,307.0
lecekti,32,351.0
r,47,234.0
tarım,49,222.0
şletmeleri,23,503.0
genel,269,14.0
müdürlüğü,186,25.0
altınova,11,946.0
tarım,49,222.0
şletmesi,19,584.0
müdürlüğünden,134,47.0
ş,181,26.0
sahibi,8,
darenin,30,377.0
adı,36,316.0
altınova,11,946.0
tarım,49,222.0
şletmesi,19,584.0
müdürlüğü,186,25.0
b,218,19.0
adresi,86,96.0
kadınhanı,6,
konya,14,775.0
c,141,41.0
telefon,37,307.0
numarası,51,206.0
fak,32,351.0
numarası,51,206.0
e,172,28.0
elektronik,50,212.0
posta,86,96.0
adresi,86,96.0
altinova,2,
tic,5,
tigem,3,
gov,46,244.0
tr,121,55.0
hale,442,8.0
konusu,87,94.0
hizmetin,13,811.0
